player_id,first_name,last_name,birthdate,hand,country_code
202262,Filip Cristian,Jianu,20010918,U,ROU
202300,Phuong Van,Nguyen,20010227,U,VIE
202385,Jenson,Brooksby,20001026,U,USA
202400,Alastair,Gray,19980622,R,GBR
202462,Yasitha,De Silva,19950703,U,SRI
202475,Philip,Henning,20001110,R,RSA
205695,Ching,Lam,19990903,R,HKG
206199,Kevin,Cheruiyot,19980128,R,KEN
206600,Zura,Tkemaladze,20000604,U,GEO
206716,Lukas,Hellum Lilleengen,20001115,U,NOR
206750,Daniil,Glinka,20000512,U,EST
206909,Brandon,Nakashima,20010803,U,USA
207134,Fitriadi,M Rifqi,19990123,U,INA
207139,Palaphoom,Kovapitukted,19991205,U,THA
207182,Emilio,Nava,20011202,U,USA
207401,Sheil,Kotecha,20000328,R,KEN
207518,Lorenzo,Musetti,20020303,R,ITA
207669,Robert,Strombachs,19990915,U,GER
207680,Facundo,Diaz Acosta,20001215,U,ARG
207738,Brandon,Perez,20000114,U,VEN
207989,Carlos,Alcaraz Garfia,20030505,U,ESP
208004,Harold,Mayot,20020204,U,FRA
208029,Holger Vitus Nodskov,Rune,20030429,U,DEN
208043,Ismael Changawa Ruwa,Mzai,19960626,L,KEN
208055,Ajeet,Rai,19990118,R,NZL
208103,Jiri,Lehecka,20011108,R,CZE
208108,Brian,Shi,20000224,U,USA
208230,Alibek,Kachmazov,20020817,U,RUS
208260,Zachary,Svajda,20021129,U,USA
208476,Kyle,Johnson,19930930,U,USA
208518,Hazem,Naw,20000101,R,UNK
208597,Chak Lam Coleman,Wong,20040606,U,HKG
208937,Kasidit,Samrej,20010126,U,THA
209080,Blaise,Bicknell,????????,U,USA
209119,Aissa,Benchakroun,????????,U,MAR
209188,Ari,Fahresi,????????,U,INA
209225,Martin Antonio,Vergara Del Puerto,????????,U,PAR
209226,Adolfo Daniel,Vallejo,????????,U,PAR
209238,Sebastian,Dominguez,20020622,U,GUA
209866,Karlis,Ozolins,????????,U,LVA
209867,Daniil,Ostapenkov,20030508,U,BLR
209868,Kaipo,Marshall,20020321,U,BAR
209869,Rodrigo,Crespo Piedra,20010531,U,CRC
209870,Gunawan,Trismuwantara,20030109,U,INA
209871,Amr Elsayed Abdou Ahmed,Mohamed,19990304,U,EGY
209872,Thehan Sanjaya,Wijemanne,20031221,U,SRI
209873,Eric Jr.,Olivarez,19980418,U,PHI
209874,Maks,Kasnikowski,20030706,U,POL
104229,Yen Hsun,Lu,19830814,R,TPE
104297,Rogerio,Dutra Silva,19840203,R,BRA
104534,Dudi,Sela,19850404,R,ISR
104586,Lukas,Rosol,19850724,R,CZE
104656,Haydn,Lewis,19860102,L,BAR
105053,Santiago,Giraldo,19871127,R,COL
105339,Yan,Bai,19890521,R,CHN
105349,Harri,Heliovaara,19890604,R,FIN
105385,Donald,Young,19890723,L,USA
105434,Ruan,Roelofse,19891118,R,RSA
105477,Marco,Trungelliti,19900131,R,ARG
105493,Tomislav,Brkic,19900309,R,BIH
105626,Takanyi,Garanganga,19900906,R,ZIM
105633,Mohamed,Safwat,19900919,R,EGY
105634,Viktor,Galovic,19900919,R,ITA
105641,Blaz,Rola,19901005,L,SLO
105688,Manuel,Sanchez,19910105,R,MEX
105747,Karim Mohamed,Maamoun,19910409,R,EGY
105870,Yannick,Hanfmann,19911113,U,GER
105933,Roberto,Quiroz,19920223,L,ECU
105948,Federico,Coria,19920309,R,ARG
106005,Constant,Lestienne,19920523,R,FRA
106072,Alexey,Vatutin,19921027,U,RUS
106075,Jozef,Kovalik,19921104,R,SVK
106223,Aleksandre,Metreveli,19930810,R,GEO
106293,Kimmer,Coppejans,19940207,R,BEL
106368,Ramkumar,Ramanathan,19941108,R,IND
106388,Pak Long,Yeung,19950214,U,HKG
106398,Pedro,Cachin,19950412,R,ARG
108739,Wilfredo,Gonzalez,19930106,R,GUA
108763,Alberto Emmanuel,Alvarado Larin,19941201,U,ESA
109699,Julian,Lenz,19930217,R,GER
110748,Nikola,Milojevic,19950619,U,SRB
111153,Christopher,Eubanks,19960505,R,USA
111190,Zhizhen,Zhang,19961016,U,CHN
111459,Arjun,Kadhe,19940107,R,IND
111460,Quentin,Halys,19961026,R,FRA
111581,Michael,Mmoh,19980110,R,USA
111795,Filippo,Baldi,19960110,R,ITA
117356,Cem,Ilkel,19950821,R,TUR
117360,Marc,Polmans,19970502,U,AUS
122669,Juan Pablo,Varillas Patino Samudio,19951006,R,PER
126204,Gerardo,Lopez Villasenor,19950512,U,MEX
126523,Bernabe,Zapata Miralles,19970112,R,ESP
132374,Jesse,Flores,19950331,U,CAN
132932,Franz,Luna Lavidalie,19971005,R,GUA
137018,Ayed,Zatar,19960329,R,PAR
144687,Quinton,Vega,19921122,R,USA
144817,Marc Andrea,Huesler,19960624,U,SUI
144841,Christian,Sigsgaard,19970314,U,DEN
144932,Kristjan,Tamm,19980616,U,EST
200250,Mehluli Don Ayanda,Sibanda,19991106,R,ZIM
200273,Hady,Habib,19980821,U,LIB
200325,Emil,Ruusuvuori,19990402,R,FIN
200484,Rudolf,Molleker,20001026,R,GER
200620,Ignacio,Garcia,????????,U,PUR
202065,Petros,Tsitsipas,20000727,U,GRE
202103,Francisco,Cerundolo,19980813,U,ARG
202165,Alberto,Lim,19990518,R,PHI
202358,Chun Hsin,Tseng,20010808,R,TPE
206703,Paul,Jubb,19991031,R,GBR
207797,Jonas,Forejtek,20010310,R,CZE
207852,Wai Yu,Kai,20010320,U,HKG
208364,Franco,Roncadelli,20000206,U,URU
103917,Nicolas,Mahut,19820121,R,FRA
104122,Carlos,Berlocq,19830203,R,ARG
104424,Go,Soeda,19840905,R,JPN
104571,Marcos,Baghdatis,19850617,R,CYP
104868,James,Ward,19870209,R,GBR
104897,Matthias,Bachinger,19870402,R,GER
104999,Mischa,Zverev,19870822,L,GER
105166,Peter,Polansky,19880615,R,CAN
105487,Facundo,Bagnis,19900227,L,ARG
105539,Evgeny,Donskoy,19900509,R,RUS
105585,Ze,Zhang,19900704,R,CHN
105899,Martin,Cuevas,19920114,R,URU
105943,Federico,Gaio,19920305,R,ITA
106150,Jeson,Patrombon,19930327,R,PHI
106216,Bjorn,Fratangelo,19930719,R,USA
106220,Dimitar,Kuzmanov,19930728,R,BUL
106249,Joao,Domingues,19931005,R,POR
106423,Thanasi,Kokkinakis,19960410,R,AUS
111761,Benjamin,Lock,19930304,R,ZIM
111794,Kamil,Majchrzak,19960113,R,POL
120424,Yannick,Maden,19891028,U,GER
126125,Maxime,Janvier,19961018,U,FRA
126149,Gianluca,Mager,19941201,R,ITA
126214,Alejandro,Tabilo,19970602,L,CHI
126612,Alexander,Cozbinov,19950428,R,MDA
133018,Michail,Pervolarakis,19960606,R,CYP
104797,Denis,Istomin,19860907,R,UZB
105413,Andrej,Martin,19890920,R,SVK
105614,Bradley,Klahn,19900820,L,USA
105902,James,Duckworth,19920121,R,AUS
105992,Ryan,Harrison,19920507,R,USA
106110,Filip,Horansky,19930107,R,SVK
106218,Marcos,Giron,19930724,R,USA
111576,Sumit,Nagal,19970816,R,IND
111790,Brayden,Schnur,19950704,R,CAN
133975,Benjamin,Hassan,19950204,U,GER
104678,Viktor,Troicki,19860210,R,SRB
105051,Matthew,Ebden,19871126,R,AUS
105155,Pedro,Sousa,19880527,R,POR
105223,Juan Martin,Del Potro,19880923,R,ARG
105613,Norbert,Gombos,19900813,R,SVK
106034,Yasutaka,Uchiyama,19920805,R,JPN
109739,Maximilian,Marterer,19950615,L,GER
126156,Antonie,Hoang,19951104,R,FRA
200221,Alejandro,Davidovich Fokina,19990605,R,ESP
200514,Jurij,Rodionov,19990516,L,AUT
205734,Thiago,Seyboth Wild,20000310,R,BRA
103970,David,Ferrer,19820402,R,ESP
104198,Guillermo,Garcia Lopez,19830604,R,ESP
104660,Sergiy,Stakhovsky,19860106,R,UKR
105216,Yuichi,Sugita,19880918,R,JPN
105226,Attila,Balazs,19880927,R,HUN
105359,Jason,Jung,19890615,R,TPE
105432,Prajnesh,Gunneswaran,19891112,L,IND
105819,Guido,Andreozzi,19910805,R,ARG
106109,Alex,Bolt,19930105,L,AUS
111202,Hyeon,Chung,19960519,R,KOR
123755,Daniel Elahi,Galan Riveros,19960618,U,COL
124079,Pedro,Martinez Portero,19970426,R,ESP
136440,Dominik,Koepfer,19940429,L,GER
103893,Paolo,Lorenzi,19811215,R,ITA
104327,Steve,Darcis,19840313,R,BEL
104386,Janko,Tipsarevic,19840622,R,SRB
104731,Kevin,Anderson,19860518,R,RSA
104918,Andy,Murray,19870515,R,GBR
105882,Stefano,Travaglia,19911218,U,ITA
105967,Henri,Laaksonen,19920331,R,SUI
106071,Bernard,Tomic,19921021,R,AUS
104291,Malek,Jaziri,19840120,R,TUN
104719,Marcel,Granollers,19860412,R,ESP
105657,Marius,Copil,19901017,R,ROU
106099,Salvatore,Caruso,19921215,R,ITA
110602,Dennis,Novak,19930828,R,AUT
104607,Tomas,Berdych,19850917,R,CZE
105649,Cedrik Marcel,Stebe,19901009,L,GER
106296,Gregoire,Barrere,19940216,R,FRA
126205,Tommy,Paul,19970517,R,USA
105208,Ernests,Gulbis,19880830,R,LAT
105341,Thomas,Fabbiano,19890526,R,ITA
105373,Martin,Klizan,19890711,L,SVK
125802,Ilya,Ivashka,19940224,R,BLR
144707,Mikael,Ymer,19980909,R,SWE
104925,Novak,Djokovic,19870522,R,SRB
105376,Peter,Gojowczyk,19890715,R,GER
105577,Vasek,Pospisil,19900623,R,CAN
106045,Denis,Kudla,19920817,R,USA
106078,Egor,Gerasimov,19921111,R,BLR
106329,Thiago,Monteiro,19940531,L,BRA
111456,Mackenzie,Mcdonald,19950416,R,USA
144895,Corentin,Moutet,19990419,L,FRA
206173,Jannik,Sinner,20010816,U,ITA
103333,Ivo,Karlovic,19790228,R,CRO
103819,Roger,Federer,19810808,R,SUI
104745,Rafael,Nadal,19860603,L,ESP
105575,Ricardas,Berankis,19900621,R,LTU
126952,Soon Woo,Kwon,19971202,R,KOR
106210,Jiri,Vesely,19930710,L,CZE
105453,Kei,Nishikori,19891229,R,JPN
106121,Taro,Daniel,19930127,R,JPN
200615,Alexei,Popyrin,19990805,R,AUS
106000,Damir,Dzumhur,19920520,R,BIH
106065,Marco,Cecchinato,19920930,R,ITA
103852,Feliciano,Lopez,19810920,L,ESP
104898,Robin,Haase,19870406,R,NED
104919,Leonardo,Mayer,19870515,R,ARG
106198,Hugo,Dellien,19930616,R,BOL
144750,Lloyd George Muirhead,Harris,19970224,R,RSA
104665,Pablo,Andujar,19860123,R,ESP
105449,Steve,Johnson,19891224,R,USA
105683,Milos,Raonic,19901227,R,CAN
106401,Nick,Kyrgios,19950427,R,AUS
105815,Tennys,Sandgren,19910722,R,USA
105023,Sam,Querrey,19871007,R,USA
105643,Federico,Delbonis,19901005,L,ARG
111797,Nicolas,Jarry,19951011,R,CHI
144719,Jaume,Munar,19970505,R,ESP
104542,Jo Wilfried,Tsonga,19850417,R,FRA
104755,Richard,Gasquet,19860618,R,FRA
106148,Roberto,Carballes Baena,19930323,R,ESP
106298,Lucas,Pouille,19940223,R,FRA
106233,Dominic,Thiem,19930903,R,AUT
122330,Alexander,Bublik,19970617,R,KAZ
126094,Andrey,Rublev,19971020,R,RUS
132283,Lorenzo,Sonego,19950511,R,ITA
134770,Casper,Ruud,19981222,R,NOR
200282,Alex,De Minaur,19990217,R,AUS
104259,Philipp,Kohlschreiber,19831016,R,GER
104527,Stanislas,Wawrinka,19850328,R,SUI
105062,Mikhail,Kukushkin,19871226,R,KAZ
105936,Filip,Krajinovic,19920227,R,SRB
126207,Francis,Tiafoe,19980120,R,USA
104545,John,Isner,19850426,R,USA
104792,Gael,Monfils,19860901,R,FRA
105227,Marin,Cilic,19880928,R,CRO
105379,Aljaz,Bedene,19890718,R,SLO
104312,Andreas,Seppi,19840221,R,ITA
106421,Daniil,Medvedev,19960211,R,RUS
111815,Cameron,Norrie,19950823,L,GBR
200005,Ugo,Humbert,19980626,L,FRA
200175,Miomir,Kecmanovic,19990831,R,SRB
105138,Roberto,Bautista Agut,19880414,R,ESP
105554,Daniel,Evans,19900523,R,GBR
105777,Grigor,Dimitrov,19910516,R,BUL
106378,Kyle,Edmund,19950108,R,GBR
106415,Yoshihito,Nishioka,19950927,L,JPN
111513,Laslo,Djere,19950602,R,SRB
124187,Reilly,Opelka,19970828,R,USA
126610,Matteo,Berrettini,19960412,R,ITA
105311,Joao,Sousa,19890330,R,POR
105807,Pablo,Carreno Busta,19910712,R,ESP
111442,Jordan,Thompson,19940420,R,AUS
106228,Juan Ignacio,Londero,19930815,R,ARG
106432,Borna,Coric,19961114,R,CRO
100644,Alexander,Zverev,19970420,R,GER
104926,Fabio,Fognini,19870524,R,ITA
105173,Adrian,Mannarino,19880629,L,FRA
105357,John,Millman,19890614,R,AUS
105732,Pierre Hugues,Herbert,19910318,R,FRA
105932,Nikoloz,Basilashvili,19920223,R,GEO
128034,Hubert,Hurkacz,19970211,R,POL
104269,Fernando,Verdasco,19831115,L,ESP
104655,Pablo,Cuevas,19860101,R,URU
104871,Jeremy,Chardy,19870212,R,FRA
105077,Albert,Ramos,19880117,L,ESP
105583,Dusan,Lajovic,19900630,R,SRB
105916,Marton,Fucsovics,19920208,R,HUN
106426,Christian,Garin,19960530,R,CHI
126774,Stefanos,Tsitsipas,19980812,R,GRE
105430,Radu,Albot,19891111,R,MDA
105550,Guido,Pella,19900517,L,ARG
105676,David,Goffin,19901207,R,BEL
106043,Diego Sebastian,Schwartzman,19920816,R,ARG
200000,Felix,Auger Aliassime,20000808,R,CAN
104468,Gilles,Simon,19841227,R,FRA
105526,Jan Lennard,Struff,19900425,R,GER
133430,Denis,Shapovalov,19990415,L,CAN
111575,Karen,Khachanov,19960521,R,RUS
126203,Taylor Harry,Fritz,19971028,R,USA
105332,Benoit,Paire,19890508,R,FRA
